zone,zone_kind,bin_start,horizon,zone_lat,zone_lon,predicted_violations,risk,congestion_index,est_capacity_reduction_pct,economic_cost_inr,vehicle_hours_delay
BTP121 - KH Circle,junction,2024-04-09 12:00:00,5,12.951919158666666,77.59041085733334,0.0436328,Low,0.3,0.2,0.0,0.0
BTP122 - Siddapura Junction,junction,2024-04-09 12:00:00,5,12.948459547286822,77.59291910930233,0.04920315,Low,0.3,0.2,0.0,0.0
"BTP123 - 10th Cross, Wilson Garden",junction,2024-04-09 12:00:00,5,12.946074685373008,77.59611191647917,0.19614023,Low,0.9,0.6,0.0,0.0
BTP126 - Dairy Circle,junction,2024-04-09 12:00:00,5,12.936761205533596,77.60207464584981,0.097101234,Low,0.8,0.5,0.0,0.0
"BTP127 - Sagar Hospital, Jayanagar",junction,2024-04-09 12:00:00,5,12.927932214705882,77.59837052941177,0.016602369,Low,0.1,0.1,0.0,0.0
BTP128 - Gorappanapalya Junction,junction,2024-04-09 12:00:00,5,12.920613594117647,77.6003740882353,0.111468166,Low,0.6,0.4,0.0,0.0
BTP130 - GD Mara Junction,junction,2024-04-09 12:00:00,5,12.908069806993007,77.60081927185315,0.18721484,Low,0.7,0.4,0.0,0.0
BTP132 - Anepalya Junction,junction,2024-04-09 12:00:00,5,12.951218263265307,77.60693767210884,0.094385885,Low,0.6,0.4,0.0,0.0
BTP133 - Adugodi Junction,junction,2024-04-09 12:00:00,5,12.941890507462688,77.60854312089552,0.03093762,Low,0.2,0.1,0.0,0.0
BTP134 - Mico Bande,junction,2024-04-09 12:00:00,5,12.945716540540541,77.6025567972973,0.04095142,Low,0.2,0.1,0.0,0.0
BTP135 - UCO Bank Junction,junction,2024-04-09 12:00:00,5,12.935614800409418,77.61498017666327,1.3055167,Low,5.6,3.4,18.0,0.1
BTP136 - Hosur-Tavarkere Road Junction,junction,2024-04-09 12:00:00,5,12.934256872468355,77.60856094556962,0.11420848,Low,0.9,0.5,0.0,0.0
BTP137 - Madiwala Traffic PS Junction,junction,2024-04-09 12:00:00,5,12.923003773243375,77.62004738469177,0.20855044,Low,1.5,0.9,1.0,0.0
BTP138 - Sarjapur Road Check Post,junction,2024-04-09 12:00:00,5,12.927108226774553,77.61689196143901,0.08703694,Low,0.5,0.3,0.0,0.0
BTP140 - Madiwala Check Post,junction,2024-04-09 12:00:00,5,12.93232729010239,77.61331337269624,0.14303543,Low,0.9,0.6,0.0,0.0
BTP141 - Palmgroove Junction,junction,2024-04-09 12:00:00,5,12.968275867567566,77.61366548648648,0.008750582,Low,0.0,0.0,0.0,0.0
BTP142 - Lower Agram Road Junction,junction,2024-04-09 12:00:00,5,12.962000976190476,77.61538746190476,0.006179577,Low,0.0,0.0,0.0,0.0
BTP143 - ASC Junction,junction,2024-04-09 12:00:00,5,12.969471173333334,77.61978309333334,0.0046772473,Low,0.0,0.0,0.0,0.0
BTP144 - Commando Hospital Junction,junction,2024-04-09 12:00:00,5,12.968701750000001,77.62630552499999,0.0024297878,Low,0.0,0.0,0.0,0.0
"BTP145 - Sri Hatti Maramma Circle, Domluru",junction,2024-04-09 12:00:00,5,12.961289213222164,77.63616230302713,0.13328056,Low,0.7,0.4,0.0,0.0
BTP146 - Domlur Water Tank,junction,2024-04-09 12:00:00,5,12.960501909016394,77.63876197213115,0.15549529,Low,0.9,0.5,0.0,0.0
"BTP148 - 17th Main, Doopanahalli Bus Stop",junction,2024-04-09 12:00:00,5,12.963544359694668,77.64224911220946,0.26420185,Low,1.7,1.0,1.0,0.0
BTP154 - Itmadu Junction,junction,2024-04-09 12:00:00,5,12.930232485714285,77.54541242857144,0.0006425382,Low,0.0,0.0,0.0,0.0
BTP155 - Katriguppe Junction,junction,2024-04-09 12:00:00,5,12.926701964163822,77.55074101638225,0.27097988,Low,1.1,0.7,1.0,0.0
BTP156 - Kamakya Junction,junction,2024-04-09 12:00:00,5,12.923800053611933,77.55335398807121,0.005786449,Low,0.0,0.0,0.0,0.0
BTP157 - Kadirenahalli Cross,junction,2024-04-09 12:00:00,5,12.912996066666667,77.56706291333333,0.0019431462,Low,0.0,0.0,0.0,0.0
BTP158 - Devegowda Petrol Bunk,junction,2024-04-09 12:00:00,5,12.921269069483158,77.5603682596793,0.14456159,Low,0.8,0.5,0.0,0.0
"BTP159 - JP Nagar Metro, ORR",junction,2024-04-09 12:00:00,5,12.906232425875,77.573168152875,0.026284244,Low,0.2,0.1,0.0,0.0
"BTP161 - 15th Cross, 35th Main, JP Nagar",junction,2024-04-09 12:00:00,5,12.906493766666665,77.577648025,0.007115116,Low,0.0,0.0,0.0,0.0
"BTP163 - 16th Main Road, BTM Layout",junction,2024-04-09 12:00:00,5,12.915018361967213,77.6085338095082,0.10064132,Low,0.4,0.3,0.0,0.0
"BTP164 - 29th Main Road, BTM Layout",junction,2024-04-09 12:00:00,5,12.915922940343162,77.61541795166417,0.020065954,Low,0.1,0.0,0.0,0.0
BTP166 - Coffee Board Junction,junction,2024-04-09 12:00:00,5,12.984923901801801,77.59434976306306,0.08018163,Low,0.4,0.3,0.0,0.0
BTP167 - JC Road Junction,junction,2024-04-09 12:00:00,5,12.958270949400605,77.5812765294281,0.17604314,Low,0.9,0.6,0.0,0.0
"BTP168 - MSR Building, JC Road",junction,2024-04-09 12:00:00,5,12.961178251219511,77.5842871495935,0.057354633,Low,0.4,0.2,0.0,0.0
"BTP170 - Dr. Bheem Rao Palace, Chord Road",junction,2024-04-09 12:00:00,5,12.990421004162116,77.5512981467759,0.2098434,Low,1.5,0.9,1.0,0.0
BTP171 - Indian Express (Balekundri),junction,2024-04-09 12:00:00,5,12.986118457731958,77.59866572268041,0.20844227,Low,1.0,0.6,1.0,0.0
BTP172 - Nanjappa Circle,junction,2024-04-09 12:00:00,5,12.961712130591632,77.5994701020202,0.41727182,Low,1.5,0.9,2.0,0.0
BTP173 - TMC,junction,2024-04-09 12:00:00,5,12.982320013533833,77.59870472105264,0.07054866,Low,0.4,0.2,0.0,0.0
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",junction,2024-04-09 12:00:00,5,12.91730204968153,77.57837235923567,0.19479494,Low,1.2,0.7,1.0,0.0
"BTP177 - Aurobindo Circle, ORR",junction,2024-04-09 12:00:00,5,12.916604498192772,77.58521114759036,0.114006594,Low,0.6,0.4,0.0,0.0
"BTP178 - 18th Main, Marenahalli",junction,2024-04-09 12:00:00,5,12.91689827142857,77.58956701428572,0.016320597,Low,0.1,0.1,0.0,0.0
"BTP179 - 9th Block, 28th Main, Jayanagar",junction,2024-04-09 12:00:00,5,12.916983268749998,77.59499624625,0.08295046,Low,0.4,0.2,0.0,0.0
BTP180 - Swagath Poornima Theatre,junction,2024-04-09 12:00:00,5,12.960504212931033,77.58728456206896,0.07017552,Low,0.5,0.3,0.0,0.0
BTP181 - Bileka Halli Junction,junction,2024-04-09 12:00:00,5,12.9019944125,77.60112085,0.0022292288,Low,0.0,0.0,0.0,0.0
"BTP182 - 19th Main Junction, Rajajinagar",junction,2024-04-09 12:00:00,5,12.998964814459148,77.55086697652493,0.8491191,Low,3.7,2.2,8.0,0.0
BTP184 - Lalbagh West Gate,junction,2024-04-09 12:00:00,5,12.948408644615386,77.58014869538462,0.2782699,Low,1.1,0.7,1.0,0.0
BTP185 - RV Teachers College,junction,2024-04-09 12:00:00,5,12.944620242592592,77.58062071851852,0.0127623165,Low,0.1,0.0,0.0,0.0
"BTP186 - 9th Cross, 4th Main, Jayanagar",junction,2024-04-09 12:00:00,5,12.939346947891531,77.58306246593123,0.08481345,Low,0.3,0.2,0.0,0.0
BTP187 - South End Circle,junction,2024-04-09 12:00:00,5,12.937353674534268,77.58199584693376,0.03639398,Low,0.2,0.1,0.0,0.0
"BTP188 - 27th Cross, 4th Main, Jayanagar",junction,2024-04-09 12:00:00,5,12.929678117578124,77.58056281445313,0.18556076,Low,0.7,0.4,0.0,0.0
"BTP189 - New Diagonal Road, Jayanagar",junction,2024-04-09 12:00:00,5,12.928088273359073,77.58068341254827,0.91684425,Low,3.8,2.3,9.0,0.1
"BTP190 - 36th Cross, 4th Main, Jayanagar",junction,2024-04-09 12:00:00,5,12.922651633687517,77.58126195007735,0.057923943,Low,0.2,0.1,0.0,0.0
"BTP191 - 40th Cross, 4th Main, Jayanagar",junction,2024-04-09 12:00:00,5,12.92006186516854,77.5822193022472,0.042747978,Low,0.2,0.1,0.0,0.0
BTP192 - Urvashi Theater,junction,2024-04-09 12:00:00,5,12.95644291764706,77.58601795813148,0.5169011,Low,2.8,1.7,4.0,0.0
BTP193 - Vasavi Circle,junction,2024-04-09 12:00:00,5,12.949692636337348,77.57682725461063,0.057661537,Low,0.3,0.2,0.0,0.0
BTP196 - Sarakki Main Road,junction,2024-04-09 12:00:00,5,12.91112095952765,77.5781207231884,0.07297302,Low,0.3,0.2,0.0,0.0
"BTP197 - 9th Cross, 24th Main, JP Nagar",junction,2024-04-09 12:00:00,5,12.911649257920791,77.58617407673268,0.10896873,Low,0.6,0.3,0.0,0.0
"BTP198 - 9th Cross, 8th Main, JP Nagar",junction,2024-04-09 12:00:00,5,12.910182857142857,77.5956611,0.0031803155,Low,0.0,0.0,0.0,0.0
"BTP200 - 15th Cross, 33rd Main, JP Nagar",junction,2024-04-09 12:00:00,5,12.906321830434782,77.58130143913044,0.006302318,Low,0.0,0.0,0.0,0.0
"BTP202 - East End Main Road, Jayanagar",junction,2024-04-09 12:00:00,5,12.917146362068966,77.59691362068966,0.124299645,Low,0.7,0.4,0.0,0.0
BTP203 - RRMR Junction,junction,2024-04-09 12:00:00,5,12.967407398347108,77.59355071239669,0.03533411,Low,0.3,0.2,0.0,0.0
"BTP204 - ESI Hospital, Rajajinagar",junction,2024-04-09 12:00:00,5,12.990391505138339,77.55374700711464,0.22980899,Low,1.2,0.7,1.0,0.0
BTP205 - Modi Hospital Junction,junction,2024-04-09 12:00:00,5,12.99749328843376,77.54689053376117,0.5630165,Low,2.4,1.5,3.0,0.0
"BTP206 - Shankara Mutt Circle, Vijayanagar",junction,2024-04-09 12:00:00,5,12.998634004522613,77.54148434706867,0.124911755,Low,0.5,0.3,0.0,0.0
BTP207 - 8th Main Road Basaveshwara Nagar,junction,2024-04-09 12:00:00,5,12.991911170558376,77.53847922335025,0.047939986,Low,0.2,0.1,0.0,0.0
BTP208 - Havanur Circle,junction,2024-04-09 12:00:00,5,12.987943587152564,77.5375518757677,0.45321402,Low,2.0,1.2,2.0,0.0
"BTP210 - 50th cross, 12th Main , Rajajinagar",junction,2024-04-09 12:00:00,5,12.986993655784064,77.5551775596401,0.41284174,Low,2.1,1.3,2.0,0.0
BTP211 - Central Street Junction,junction,2024-04-09 12:00:00,5,12.98332668621232,77.60345690325934,4.0910172,Low,21.7,13.0,218.0,1.3
BTP212 - Minto Junction,junction,2024-04-09 12:00:00,5,12.960257728985507,77.57143755652173,0.034314513,Low,0.2,0.1,0.0,0.0
BTP213 - Royan Circle,junction,2024-04-09 12:00:00,5,12.960757848606496,77.56831495368421,0.005485414,Low,0.1,0.0,0.0,0.0
BTP214 - 5th Main Chamrajpet  Junction,junction,2024-04-09 12:00:00,5,12.966109929586068,77.54990258726592,0.14423032,Low,0.8,0.5,0.0,0.0
BTP215 - Vanivillas Junction,junction,2024-04-09 12:00:00,5,12.946164027505311,77.57023107982037,0.19513747,Low,1.0,0.6,0.0,0.0
BTP216 - Yediyur Junction,junction,2024-04-09 12:00:00,5,12.93802209089189,77.57687954027875,0.09908846,Low,0.6,0.3,0.0,0.0
BTP217 - Baleyele Junction,junction,2024-04-09 12:00:00,5,12.957376190529521,77.56945101736699,0.09855497,Low,0.4,0.3,0.0,0.0
BTP218 - Syndicate Bank Junction,junction,2024-04-09 12:00:00,5,12.934745061184211,77.58441769605264,0.16309977,Low,0.6,0.4,0.0,0.0
BTP219 - Canara Bank Junction,junction,2024-04-09 12:00:00,5,12.931163036825396,77.58447701111112,0.22611892,Low,1.1,0.7,1.0,0.0
BTP220 - Puttanna Junction,junction,2024-04-09 12:00:00,5,12.928850529296875,77.5828325640625,0.1323698,Low,0.7,0.4,0.0,0.0
"BTP221 - 15th Cross, 24th Main, JP Nagar",junction,2024-04-09 12:00:00,5,12.904821129473683,77.58624848105264,0.22216505,Low,1.3,0.8,1.0,0.0
BTP222 - Delmia Circle,junction,2024-04-09 12:00:00,5,12.905872203529412,77.59264487411765,0.069413535,Low,0.4,0.2,0.0,0.0
BTP225 - Geetha Junction,junction,2024-04-09 12:00:00,5,12.928369027272728,77.58585405849803,0.091393255,Low,0.4,0.2,0.0,0.0
"BTP226 - 33rd Cross, 11th Main, Jayanagar",junction,2024-04-09 12:00:00,5,12.92587461497326,77.58560018262033,0.08336771,Low,0.5,0.3,0.0,0.0
GRID_12.81_77.69,grid,2024-04-09 12:00:00,5,12.811375666666668,77.69438576666666,0.003066112,Low,0.0,0.0,0.0,0.0
GRID_12.81_77.7,grid,2024-04-09 12:00:00,5,12.806186907142857,77.69885753571428,0.04409541,Low,0.4,0.2,0.0,0.0
GRID_12.82_77.68,grid,2024-04-09 12:00:00,5,12.824635366666667,77.68403943333334,0.000793105,Low,0.0,0.0,0.0,0.0
GRID_12.82_77.69,grid,2024-04-09 12:00:00,5,12.819648171111112,77.68820439444445,0.047278646,Low,0.2,0.1,0.0,0.0
GRID_12.83_77.68,grid,2024-04-09 12:00:00,5,12.827809036666668,77.68211430666666,0.0075362935,Low,0.1,0.1,0.0,0.0
GRID_12.84_77.59,grid,2024-04-09 12:00:00,5,12.844480449999999,77.58816885,9.138616e-06,Low,0.0,0.0,0.0,0.0
GRID_12.84_77.64,grid,2024-04-09 12:00:00,5,12.84218213521131,77.64429451715615,0.7683888,Low,3.4,2.1,7.0,0.0
GRID_12.84_77.65,grid,2024-04-09 12:00:00,5,12.841695712077703,77.64683507837839,3.0959775,Low,8.5,5.1,65.0,0.4
GRID_12.84_77.66,grid,2024-04-09 12:00:00,5,12.840699553333334,77.66263480666666,0.006084677,Low,0.0,0.0,0.0,0.0
GRID_12.84_77.67,grid,2024-04-09 12:00:00,5,12.842729,77.67452865,0.0023921642,Low,0.0,0.0,0.0,0.0
GRID_12.84_77.68,grid,2024-04-09 12:00:00,5,12.839988477857695,77.67709304103802,0.069945,Low,0.3,0.2,0.0,0.0
GRID_12.84_77.69,grid,2024-04-09 12:00:00,5,12.843188416666665,77.68740343333333,0.00726081,Low,0.0,0.0,0.0,0.0
GRID_12.85_77.59,grid,2024-04-09 12:00:00,5,12.852023308333335,77.58834785833334,0.06260266,Low,0.3,0.2,0.0,0.0
GRID_12.85_77.65,grid,2024-04-09 12:00:00,5,12.846312950000002,77.64753010000001,0.0008122254,Low,0.0,0.0,0.0,0.0
GRID_12.85_77.66,grid,2024-04-09 12:00:00,5,12.85253908235294,77.6603247,0.047181647,Low,0.1,0.1,0.0,0.0
GRID_12.85_77.67,grid,2024-04-09 12:00:00,5,12.848432287790077,77.66879392752587,0.005352757,Low,0.0,0.0,0.0,0.0
GRID_12.85_77.68,grid,2024-04-09 12:00:00,5,12.8457393,77.6809993,0.0006050614,Low,0.0,0.0,0.0,0.0
GRID_12.86_77.53,grid,2024-04-09 12:00:00,5,12.861918386153846,77.53000424307692,0.016609749,Low,0.1,0.0,0.0,0.0
GRID_12.86_77.59,grid,2024-04-09 12:00:00,5,12.85751681506402,77.58907648095652,0.08253984,Low,0.4,0.2,0.0,0.0
GRID_12.86_77.61,grid,2024-04-09 12:00:00,5,12.8614371,77.6134364,0.0006050614,Low,0.0,0.0,0.0,0.0
GRID_12.86_77.65,grid,2024-04-09 12:00:00,5,12.85995896,77.64767945999999,0.00023050798,Low,0.0,0.0,0.0,0.0
GRID_12.86_77.66,grid,2024-04-09 12:00:00,5,12.85644436229508,77.66363117540983,0.13682869,Low,1.1,0.6,0.0,0.0
GRID_12.86_77.67,grid,2024-04-09 12:00:00,5,12.857247927272727,77.66869594545454,0.005143863,Low,0.0,0.0,0.0,0.0
GRID_12.86_77.7,grid,2024-04-09 12:00:00,5,12.8592515,77.7030056,0.0006050614,Low,0.0,0.0,0.0,0.0
GRID_12.86_77.71,grid,2024-04-09 12:00:00,5,12.8622241,77.70555279999999,0.0012496817,Low,0.0,0.0,0.0,0.0
GRID_12.87_77.53,grid,2024-04-09 12:00:00,5,12.866388935714285,77.53445340714286,0.027945379,Low,0.1,0.1,0.0,0.0
GRID_12.87_77.54,grid,2024-04-09 12:00:00,5,12.87142779736842,77.53865050438596,0.11697589,Low,0.6,0.3,0.0,0.0
GRID_12.87_77.57,grid,2024-04-09 12:00:00,5,12.872336268181819,77.56720350454545,0.018603018,Low,0.1,0.0,0.0,0.0
GRID_12.87_77.58,grid,2024-04-09 12:00:00,5,12.870235625,77.5810198,0.004139344,Low,0.0,0.0,0.0,0.0
GRID_12.87_77.59,grid,2024-04-09 12:00:00,5,12.872460873251098,77.59402855699064,0.1190735,Low,0.3,0.2,0.0,0.0
GRID_12.87_77.6,grid,2024-04-09 12:00:00,5,12.873001949999999,77.59874955000001,0.0008122254,Low,0.0,0.0,0.0,0.0
GRID_12.87_77.62,grid,2024-04-09 12:00:00,5,12.8744178,77.618489,1.0579508e-05,Low,0.0,0.0,0.0,0.0
GRID_12.87_77.64,grid,2024-04-09 12:00:00,5,12.873966683333334,77.64270334999999,0.0037313139,Low,0.0,0.0,0.0,0.0
GRID_12.87_77.65,grid,2024-04-09 12:00:00,5,12.870996338892036,77.65301381931575,0.17361785,Low,0.6,0.4,0.0,0.0
GRID_12.87_77.66,grid,2024-04-09 12:00:00,5,12.870396453777778,77.6564710586535,0.10038662,Low,0.6,0.4,0.0,0.0
GRID_12.87_77.67,grid,2024-04-09 12:00:00,5,12.87487605,77.669410375,0.0031671615,Low,0.0,0.0,0.0,0.0
GRID_12.88_77.45,grid,2024-04-09 12:00:00,5,12.87840735,77.4453044,0.0019030372,Low,0.0,0.0,0.0,0.0
GRID_12.88_77.5,grid,2024-04-09 12:00:00,5,12.8838377,77.5019219,1.6399808e-05,Low,0.0,0.0,0.0,0.0
GRID_12.88_77.52,grid,2024-04-09 12:00:00,5,12.8778133,77.517105,0.0006050614,Low,0.0,0.0,0.0,0.0
GRID_12.88_77.53,grid,2024-04-09 12:00:00,5,12.876135699999999,77.53007835,0.0009589243,Low,0.0,0.0,0.0,0.0
GRID_12.88_77.54,grid,2024-04-09 12:00:00,5,12.876397178408666,77.54386937380542,0.043015238,Low,0.2,0.1,0.0,0.0
GRID_12.88_77.55,grid,2024-04-09 12:00:00,5,12.880947071029567,77.54711268099598,0.11367367,Low,0.5,0.3,0.0,0.0
GRID_12.88_77.56,grid,2024-04-09 12:00:00,5,12.878729700000001,77.55528235,0.00014660743,Low,0.0,0.0,0.0,0.0
GRID_12.88_77.59,grid,2024-04-09 12:00:00,5,12.875444575,77.5948095,0.004139344,Low,0.0,0.0,0.0,0.0
GRID_12.88_77.6,grid,2024-04-09 12:00:00,5,12.878281968476093,77.59635725492348,0.37853977,Low,1.1,0.7,1.0,0.0
GRID_12.88_77.61,grid,2024-04-09 12:00:00,5,12.8801837,77.61058101904761,0.00812633,Low,0.0,0.0,0.0,0.0
GRID_12.88_77.62,grid,2024-04-09 12:00:00,5,12.876063910869567,77.61686252826087,0.014507902,Low,0.1,0.0,0.0,0.0
GRID_12.88_77.63,grid,2024-04-09 12:00:00,5,12.88032708066526,77.62925135537462,0.0020962057,Low,0.0,0.0,0.0,0.0
GRID_12.88_77.64,grid,2024-04-09 12:00:00,5,12.88294517953203,77.64181161704204,0.19479635,Low,0.9,0.6,0.0,0.0
GRID_12.88_77.65,grid,2024-04-09 12:00:00,5,12.877618998177343,77.64721667009009,0.3756137,Low,1.8,1.1,2.0,0.0
GRID_12.88_77.66,grid,2024-04-09 12:00:00,5,12.8807353,77.6551317,0.0011468227,Low,0.0,0.0,0.0,0.0
GRID_12.88_77.67,grid,2024-04-09 12:00:00,5,12.87619305,77.671188978125,0.049867827,Low,0.3,0.2,0.0,0.0
GRID_12.88_77.74,grid,2024-04-09 12:00:00,5,12.877168194473605,77.73582745,0.0075689107,Low,0.0,0.0,0.0,0.0
GRID_12.88_77.75,grid,2024-04-09 12:00:00,5,12.883512000851775,77.7522734243868,0.018657366,Low,0.1,0.1,0.0,0.0
GRID_12.89_77.54,grid,2024-04-09 12:00:00,5,12.8898434,77.53788069999999,0.0012496817,Low,0.0,0.0,0.0,0.0
GRID_12.89_77.55,grid,2024-04-09 12:00:00,5,12.894738523406811,77.55495969,0.0025244926,Low,0.0,0.0,0.0,0.0
GRID_12.89_77.56,grid,2024-04-09 12:00:00,5,12.888682648899172,77.5624224860402,0.33173105,Low,1.0,0.6,1.0,0.0
GRID_12.89_77.57,grid,2024-04-09 12:00:00,5,12.891719222222223,77.5690676030303,0.0720115,Low,0.3,0.2,0.0,0.0
GRID_12.89_77.58,grid,2024-04-09 12:00:00,5,12.891418849999999,77.58104022,0.004860171,Low,0.0,0.0,0.0,0.0
GRID_12.89_77.59,grid,2024-04-09 12:00:00,5,12.890572875,77.59193775,0.0047105,Low,0.0,0.0,0.0,0.0
GRID_12.89_77.6,grid,2024-04-09 12:00:00,5,12.893183061261261,77.59869527927927,0.12289038,Low,0.5,0.3,0.0,0.0
GRID_12.89_77.61,grid,2024-04-09 12:00:00,5,12.89145265,77.6086065,0.018518584,Low,0.1,0.1,0.0,0.0
GRID_12.89_77.62,grid,2024-04-09 12:00:00,5,12.893235475000001,77.6197761,0.004139344,Low,0.0,0.0,0.0,0.0
GRID_12.89_77.63,grid,2024-04-09 12:00:00,5,12.892080142857143,77.63138413571428,0.01721552,Low,0.1,0.0,0.0,0.0
GRID_12.89_77.64,grid,2024-04-09 12:00:00,5,12.890707578980251,77.6387934396799,0.66071135,Low,2.8,1.7,5.0,0.0
GRID_12.89_77.65,grid,2024-04-09 12:00:00,5,12.88761143641505,77.64947458135379,0.0032650938,Low,0.0,0.0,0.0,0.0
GRID_12.89_77.66,grid,2024-04-09 12:00:00,5,12.894190167948661,77.65717693096653,0.079793446,Low,0.3,0.2,0.0,0.0
GRID_12.89_77.67,grid,2024-04-09 12:00:00,5,12.889964105857048,77.66990483920546,0.024007238,Low,0.2,0.1,0.0,0.0
GRID_12.89_77.68,grid,2024-04-09 12:00:00,5,12.894967466666666,77.6757968,0.0017533372,Low,0.0,0.0,0.0,0.0
GRID_12.89_77.74,grid,2024-04-09 12:00:00,5,12.887301800470926,77.7384566051744,0.020964457,Low,0.2,0.1,0.0,0.0
GRID_12.89_77.75,grid,2024-04-09 12:00:00,5,12.8852117,77.746775,1.0579508e-05,Low,0.0,0.0,0.0,0.0
GRID_12.8_77.7,grid,2024-04-09 12:00:00,5,12.8026667,77.7043117,0.00075990235,Low,0.0,0.0,0.0,0.0
GRID_12.91_77.48,grid,2024-04-09 12:00:00,5,12.912544038623901,77.48114923643759,0.06417325,Low,0.4,0.2,0.0,0.0
GRID_12.91_77.49,grid,2024-04-09 12:00:00,5,12.913707493475702,77.48642554406227,0.08950665,Low,1.6,0.9,0.0,0.0
GRID_12.91_77.51,grid,2024-04-09 12:00:00,5,12.910702030769231,77.51349003076923,0.0073504453,Low,0.0,0.0,0.0,0.0
GRID_12.91_77.53,grid,2024-04-09 12:00:00,5,12.90775891669538,77.53299172373735,0.062243972,Low,0.3,0.2,0.0,0.0
GRID_12.91_77.54,grid,2024-04-09 12:00:00,5,12.906078649073521,77.54214782560605,0.0688134,Low,0.3,0.2,0.0,0.0
GRID_12.91_77.55,grid,2024-04-09 12:00:00,5,12.908912275454455,77.54867479573748,0.25449678,Low,2.0,1.2,1.0,0.0
GRID_12.91_77.56,grid,2024-04-09 12:00:00,5,12.910777115882354,77.55888981470588,0.008367987,Low,0.0,0.0,0.0,0.0
GRID_12.91_77.59,grid,2024-04-09 12:00:00,5,12.909033619999999,77.59034285999999,0.0025502003,Low,0.0,0.0,0.0,0.0
GRID_12.91_77.6,grid,2024-04-09 12:00:00,5,12.913470892207792,77.60414625974026,0.020014953,Low,0.1,0.0,0.0,0.0
GRID_12.91_77.61,grid,2024-04-09 12:00:00,5,12.913225786175117,77.60623939124424,0.9637796,Low,2.9,1.7,7.0,0.0
GRID_12.91_77.62,grid,2024-04-09 12:00:00,5,12.913419659999999,77.6244946,1.0694411e-05,Low,0.0,0.0,0.0,0.0
GRID_12.91_77.63,grid,2024-04-09 12:00:00,5,12.909304294183482,77.63007798692958,1.4461957,Low,6.0,3.6,21.0,0.1
GRID_12.91_77.64,grid,2024-04-09 12:00:00,5,12.911617668865443,77.6379102259959,2.0473619,Low,6.2,3.7,31.0,0.2
GRID_12.91_77.65,grid,2024-04-09 12:00:00,5,12.911931490825689,77.6506821880734,0.049590852,Low,0.2,0.1,0.0,0.0
GRID_12.91_77.66,grid,2024-04-09 12:00:00,5,12.9099629,77.6641712,0.0011468227,Low,0.0,0.0,0.0,0.0
GRID_12.91_77.67,grid,2024-04-09 12:00:00,5,12.913819388,77.66657518400001,0.0093927635,Low,0.0,0.0,0.0,0.0
GRID_12.91_77.68,grid,2024-04-09 12:00:00,5,12.912258868073401,77.67937285818984,0.3293353,Low,1.2,0.7,1.0,0.0
GRID_12.91_77.69,grid,2024-04-09 12:00:00,5,12.909700628235294,77.68756728588235,0.11500057,Low,0.6,0.3,0.0,0.0
GRID_12.91_77.7,grid,2024-04-09 12:00:00,5,12.906778402536801,77.69693050813986,0.13512784,Low,0.4,0.2,0.0,0.0
GRID_12.92_77.47,grid,2024-04-09 12:00:00,5,12.9234668,77.4728372,1.0579508e-05,Low,0.0,0.0,0.0,0.0
GRID_12.92_77.48,grid,2024-04-09 12:00:00,5,12.917588814285713,77.48252651428571,0.0061992304,Low,0.0,0.0,0.0,0.0
GRID_12.92_77.49,grid,2024-04-09 12:00:00,5,12.922902336363636,77.48772934545455,0.0056481925,Low,0.0,0.0,0.0,0.0
GRID_12.92_77.5,grid,2024-04-09 12:00:00,5,12.918121676470589,77.49975779019607,0.029838188,Low,0.1,0.1,0.0,0.0
GRID_12.92_77.51,grid,2024-04-09 12:00:00,5,12.919291077777778,77.51406551111111,0.0003432172,Low,0.0,0.0,0.0,0.0
GRID_12.92_77.52,grid,2024-04-09 12:00:00,5,12.918550291666667,77.519967225,0.0095035555,Low,0.0,0.0,0.0,0.0
GRID_12.92_77.53,grid,2024-04-09 12:00:00,5,12.9247254,77.5309136,0.0006050614,Low,0.0,0.0,0.0,0.0
GRID_12.92_77.54,grid,2024-04-09 12:00:00,5,12.919249804255818,77.54210911181084,0.011546369,Low,0.1,0.1,0.0,0.0
GRID_12.92_77.55,grid,2024-04-09 12:00:00,5,12.9202312,77.5471374,1.0579508e-05,Low,0.0,0.0,0.0,0.0
GRID_12.92_77.56,grid,2024-04-09 12:00:00,5,12.918403515384616,77.56433958461538,0.0001322525,Low,0.0,0.0,0.0,0.0
GRID_12.92_77.57,grid,2024-04-09 12:00:00,5,12.917744450072549,77.57044981876665,0.028423615,Low,0.1,0.1,0.0,0.0
GRID_12.92_77.58,grid,2024-04-09 12:00:00,5,12.9216785,77.5847599,0.0006050614,Low,0.0,0.0,0.0,0.0
GRID_12.92_77.59,grid,2024-04-09 12:00:00,5,12.921751193333334,77.58583610000001,0.007638397,Low,0.0,0.0,0.0,0.0
GRID_12.92_77.6,grid,2024-04-09 12:00:00,5,12.92041855,77.60093495,0.0012496817,Low,0.0,0.0,0.0,0.0
GRID_12.92_77.61,grid,2024-04-09 12:00:00,5,12.922605736666666,77.60966229333333,0.02170064,Low,0.2,0.1,0.0,0.0
GRID_12.92_77.62,grid,2024-04-09 12:00:00,5,12.916724504,77.623502632,0.028160803,Low,0.1,0.1,0.0,0.0
